,Id,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,water
3019,3019,"KELLOGG'S, Savory Herb Crackers, SPECIAL K",100 g,406,10g,1.5g,0,10.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.80 g,9.8 g,10.60 g,0,0,0,0,0,0,10.00 g,1.500 g,2.200 g,5.100 g,0.00 mg,2.50 g
3018,3018,"Hazelnuts, beaked (Northern Plains Indians)",100 g,628,53g,0g,0,14.89 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.98 g,9.8 g,0,0,0,0,0,0,0,52.99 g,0,0,0,0,5.92 g
3515,3515,"Cereals ready-to-eat, KELLOGG SCOOBY-DOO! cereal",100 g,376,4.1g,0.6g,0,8.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.00 g,9.8 g,18.50 g,0,0,0,0,0,0,4.09 g,0.600 g,1.600 g,1.700 g,0.00 mg,2.29 g
4729,4729,"Cereals, Regular, Instant Oatmeal Organic, QUAKER",100 g,367,6.3g,1.1g,0,16.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.00 g,9.8 g,1.00 g,0,0,0,0,0,0,6.30 g,1.110 g,1.980 g,2.300 g,0.00 mg,8.80 g
4308,4308,"PEPPERIDGE FARM, Whole Grain Honey Whole Wheat Bread",100 g,263,3.5g,0.9g,1mg,0.01 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.70 g,9.8 g,8.10 g,0,0,0,0,0,0,3.50 g,0.900 g,0.700 g,1.900 g,1.00 mg,37.40 g
77,77,"Figs, uncooked, dried",100 g,249,0.9g,0.1g,0,3.30 g,0.134 g,0.077 g,0.645 g,0.036 g,0.295 g,0.108 g,0.037 g,0,0.089 g,0.128 g,0.088 g,0.034 g,0.076 g,0.610 g,0.128 g,0.085 g,0.020 g,0.041 g,0.122 g,63.87 g,9.8 g,47.92 g,22.93 g,0.13 g,24.79 g,0.00 g,0.00 g,0.07 g,0.93 g,0.144 g,0.159 g,0.345 g,0.00 mg,30.05 g
3139,3139,"PEPPERIDGE FARM, Whole Grain Oatmeal Bread",100 g,258,3.7g,0.9g,0,0.01 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.50 g,9.8 g,7.20 g,0,0,0,0,0,0,3.70 g,0.900 g,0.700 g,1.900 g,0.00 mg,38.75 g
3948,3948,"Tortillas, whole wheat, ready-to-bake or -fry",100 g,310,9.8g,4.9g,0,9.76 g,0.400 g,0.480 g,0.626 g,0.187 g,2.871 g,0.429 g,0.255 g,0,0.353 g,0.671 g,0.370 g,0.163 g,0.488 g,1.307 g,0.462 g,0.312 g,0.129 g,0.217 g,0.444 g,45.89 g,9.8 g,2.44 g,0,0,0,0,0,0,9.76 g,4.878 g,3.062 g,0.992 g,0.00 mg,30.15 g
806,806,"Kanpyo, (dried gourd strips)",100 g,258,0.6g,0g,0,8.58 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.03 g,9.8 g,0,0,0,0,0,0,0,0.56 g,0.045 g,0.103 g,0.244 g,0.00 mg,19.97 g
6137,6137,"Cereals ready-to-eat, presweetened with nuts and fruits, wheat and bran",100 g,385,5.6g,0.8g,0,7.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.20 g,9.7 g,23.60 g,0,0,0,0,0,0,5.60 g,0.800 g,1.951 g,2.293 g,0.00 mg,8.50 g
